"Edison Interactive","-","-","-","-","-"
"4C Health Solutions","-","-","-","-","-"
"Infinia ML","-","2017","11 to 50","-","-"
"HealthChampion","-","-","-","-","-"
"AxeTrading","-","-","-","-","-"
"TEMPEST","-","-","-","-","Restaurants & Food Service"
"Real Time Medical Systems","-","-","11 to 50","-","-"
"Cinchy","-","-","-","-","-"
"FieldPulse","-","-","-","-","-"
"MOBI","-","1996","51 to 200","$25M to $100M (USD)","Telecommunications"
"FunnelAI","-","-","11 to 50","-","-"
"15gifts","-","-","-","-","-"
"Medivis","-","-","-","-","-"
"Angus Energy","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"ZABO","-","-","-","-","-"
"Factom","-","-","-","-","-"
"Rise Buildings","-","-","-","-","-"
"Ikonopedia","-","-","-","-","-"
"Part Analytics","-","-","-","-","-"
"Envel","-","-","-","-","Financial Services"
"Diveplane","-","-","-","-","-"
"PainQx","-","-","-","-","-"
"myKlovr","-","-","11 to 50","-","-"
"Osano","-","-","-","-","-"
"Flex","Revathi Advaithi","1969","more than
10,000","more than
$10B (USD)","Manufacturing"
"Pyx Health","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Scanovate","-","-","-","-","-"
"cesium","-","2003","51 to 200","$5M to $25M (USD)","-"
"Tribe","-","-","11 to 50","-","Restaurants & Food Service"
"RapidFunnel","-","-","-","-","-"
"Financial balance","-","-","-","-","-"
"HarperDB","-","-","-","-","-"
"schooX","-","-","11 to 50","-","-"
"Haven Connect","-","-","11 to 50","-","-"
"Offchain Labs","-","-","-","-","-"
"TRACKTECH","-","-","-","-","-"
"4stay","-","2016","11 to 50","less than
$1M (USD)","-"
"Casepoint","-","-","51 to 200","-","Information Technology"
"Five to Nine","-","-","-","-","-"
"Logical Buildings","-","-","-","-","-"
"back office","-","-","-","-","-"
"Goalsetter","-","-","11 to 50","-","-"
"Entromy","-","-","11 to 50","-","Information Technology"
"Tegus","-","-","-","-","-"
"Penguin Pay","-","-","-","-","-"
"ProNavigator","-","-","11 to 50","-","-"
"Prescriptive Data","-","-","11 to 50","-","-"
"Switch Automation","-","2012","11 to 50","$1M to $5M (USD)","-"
"iPatientAxis","-","-","-","-","-"
"Vital","-","2006","-","-","Human Resources & Staffing"
"Forager Logistics","-","2018","11 to 50","-","Transportation & Logistics"
"Virtual Health Partners","-","-","11 to 50","-","-"
"ThoughtTrace","-","-","-","-","-"
"nSure","-","-","-","-","-"
"zavvie","-","-","-","-","-"
"Breathe Life","-","2018","11 to 50","-","-"
"QOREBOARD","-","2018","11 to 50","-","-"
"Amopportunities","-","2013","11 to 50","-","Healthcare"
"Pingboard","-","2013","less than
10","less than
$1M (USD)","-"
"Bongo","-","1993","51 to 200","$1M to $5M (USD)","-"
"Pocket Network","-","-","-","-","-"
"Solidus Labs","-","-","-","-","-"
"Ezops","-","-","-","-","-"
"DSCO","-","-","-","-","-"
"ShelterZoom","-","-","-","-","-"
"Spacee","-","-","-","-","-"
"Keen Decision Systems","-","-","-","-","-"
"Cloudsnap","-","-","-","-","-"
"Event Dynamic","-","-","-","-","-"
"GeoCV","-","2015","11 to 50","-","-"
"Perception Point","-","-","11 to 50","-","-"
"cloudtamer","-","-","-","-","-"
"Lyra Intel","-","-","-","-","-"
"PaxeraHealth Corp.","-","-","-","-","-"
"AmplifAI","-","-","-","-","Information Technology"
"APOSTROPHE","-","-","11 to 50","-","-"
"Stealthpath","-","-","-","-","-"
"Agora","-","-","-","-","-"
"CommLoan","-","2014","51 to 200","-","-"
"CHESS Health","-","-","-","-","-"
"MedStack","-","-","-","-","-"
"Moblize","-","-","-","-","-"
"MVI Systems","-","-","-","-","-"
"Jump Software","-","2016","51 to 200","-","-"
"Floify","-","-","-","-","Information Technology"
"InReality","-","-","11 to 50","-","-"
"#paid","-","2014","11 to 50","-","-"
"soom","-","-","-","-","-"
"Qlicket","-","-","-","-","-"
"fabl","-","-","-","-","-"
"LiVLY","-","2018","11 to 50","-","-"
"Fleet Advantage","-","2008","11 to 50","$5M to $25M (USD)","-"
"MachineMetrics, Inc.","-","2014","11 to 50","less than
$1M (USD)","Information Technology"
"iSpecimen","-","2012","11 to 50","-","-"
"SocialLadder","-","-","11 to 50","-","Information Technology"
"Team Mobot","-","-","-","-","-"
"Atlatl","-","-","-","-","-"
"Leaseable","-","-","-","-","-"
"IronCore Labs","-","-","11 to 50","-","-"
"Robotic VISION Technologies","-","-","-","-","-"
"Nymbl Science","-","-","-","-","-"
"Daupler","-","-","-","-","-"
"Umbrella","-","-","11 to 50","-","Manufacturing"
"EXSEED","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"NO NAME","-","-","-","-","-"
"Home365","-","-","-","-","-"
"Datical","-","-","-","-","-"
"Croissant","-","-","less than
10","less than
$1M (USD)","-"
"Attestiv","-","-","-","-","-"
"Illuminate Health","-","-","11 to 50","-","-"
"Zippity","-","-","11 to 50","-","-"
"EVERYWHERE Communications","-","-","-","-","Information Technology"
"Syntasa","-","2014","11 to 50","-","-"
"TimeDoc Health","Will Boeglin","-","11 to 50","-","Healthcare"
"KindHealth","-","-","11 to 50","-","-"
"MeetElise","-","-","-","-","Real Estate"
"PreVu","-","-","-","-","-"
"Elphi","-","-","-","-","-"
"Brighter Vision","-","-","11 to 50","-","-"
"Shibumi","-","2012","less than
10","less than
$1M (USD)","-"
"SellersFunding","-","-","-","-","-"
"Chisel AI","-","-","-","-","-"
"TECTONIC","-","2011","51 to 200","$5M to $25M (USD)","-"
"Soundstripe","-","-","11 to 50","-","-"
"Agora Data","-","-","-","-","-"
"owl.co","-","-","-","-","-"
"Richie Lending","-","-","-","-","-"
"beynd","-","-","-","-","-"
"Grab","Anthony Tan","2012","5,001 to 10,000","-","Nonprofit & NGO"
"LawnGuru","-","-","11 to 50","-","-"
"Qwick","Jamie Baxter","2017","less than
10","less than
$1M (USD)","Restaurants & Food Service"
"Salaryo","-","-","-","-","-"
"Petrosoft, Inc.","-","-","-","-","-"
"Localized","-","-","-","-","-"
"WNDYR","-","-","11 to 50","-","-"
"Canalyst","-","-","11 to 50","-","-"
"Polar","-","-","-","-","-"
"Voyager","-","-","-","-","-"
"Zirtue","-","-","-","-","-"
"GigSmart","-","2016","11 to 50","-","-"
"AceAge","-","-","-","-","-"
"Voxel51","-","2016","11 to 50","-","-"
"CardX","-","-","-","-","Financial Services"
"sEATz","-","-","-","-","-"
"Clearstep","-","-","-","-","-"
"Zimit","-","-","-","-","-"
"MOLECULA","-","-","-","-","-"
"Totem Building Cybersecurity","-","-","-","-","-"
"BDS Analytics","-","-","-","-","-"
"Base Operations","-","-","-","-","Information Technology"
"Amla Commerce","-","-","51 to 200","-","-"
"Turn Technologies","-","-","-","-","-"
"TelosTouch","-","-","-","-","-"
"Evident Systems","-","-","-","-","-"
"Sequium","-","-","-","-","-"
"Safekeeping","-","-","-","-","-"
"Phraze","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Files.com","-","-","-","-","Internet & Web Services"
"Tonik","-","-","-","-","-"
"VitalTech","-","-","11 to 50","-","Healthcare"
"SABLE","-","-","-","-","-"
"Aural Analytics","-","-","-","-","-"
"Instnt","-","-","-","-","-"
"Plotly","-","-","11 to 50","-","-"
"Vydia","-","2013","11 to 50","$1M to $5M (USD)","-"
"Vertify","-","-","11 to 50","-","-"
"Axuall","-","-","-","-","Healthcare"
"mLevel","-","2015","11 to 50","$1M to $5M (USD)","-"
"ZPPR","-","-","-","-","-"
"Yogi","-","-","-","-","-"
"Hubly","-","-","-","-","-"
"SPIN Global","-","-","501 to 1,000","-","-"
"SA International","-","-","less than
10","-","Software Development"
"COTERIE","-","-","-","-","-"
"Transitiv","-","-","-","-","Personal Consumer Services"
"Figable","-","-","-","-","-"
"Route","-","-","11 to 50","-","-"
"OnSystem Logic","-","-","less than
10","$1M to $5M (USD)","-"
"Wellopp","-","-","11 to 50","-","-"
"NO NAME","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Aliro","-","-","less than
10","less than
$1M (USD)","Software Development"
"Two Hat Security","-","-","-","-","-"
"Epic River","-","-","-","-","-"
"Quickpath","-","-","-","-","-"
"Wethos","-","-","-","-","-"
"MaxWell","-","2015","11 to 50","-","Restaurants & Food Service"
"JASSBY","-","-","-","-","-"
"BillingPlatform","-","2012","11 to 50","-","-"
"RigGo","-","-","-","-","-"
"NeQter Labs","-","-","11 to 50","-","-"
"KENECT","-","2017","11 to 50","-","Information Technology"
"Job.com","-","-","11 to 50","-","-"
"Changed","-","-","-","-","-"
"OpSense","-","-","-","-","-"
"DomainTools","-","-","-","-","-"
"ClaimInformatics","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"Soon","-","2008","11 to 50","$1M to $5M (USD)","-"
"HelpAround","-","-","-","-","-"
"Provider Pool","-","-","-","-","Internet & Web Services"
"Acerta","-","2001","1001 to 5,000","$100M to $500M (USD)","Human Resources & Staffing"
"ConverSight.ai","-","-","-","-","-"
"iDMission","-","-","51 to 200","$1M to $5M (USD)","-"
"CaseGlide","-","-","-","-","-"
"SIMMACHINES","-","-","-","-","-"
"Spekit","-","-","11 to 50","-","-"
"Dovly","-","-","-","-","Financial Services"
"RegAlytics","-","-","-","-","-"
"NurseDash","Jake Kohl, Co-Founder","-","11 to 50","-","Healthcare"
"Flatfile","-","-","-","-","-"
"Perishable Shipping Solutions","-","-","-","-","-"
"FuelFox","-","-","-","-","-"
"Saturn Cloud","-","-","-","-","-"
"SEGANA","-","-","51 to 200","-","-"
"LifeRaft","-","-","11 to 50","-","-"
"Cohort Intelligence","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Omnidek","-","-","11 to 50","-","-"
"taxconnex","-","-","-","-","-"
"NatGasHub","-","-","-","-","-"
"iCover","-","-","11 to 50","-","-"
"Vysioneer","-","-","-","-","-"
"Place Technology","-","-","11 to 50","-","-"
"ProjectManager.com","-","-","11 to 50","-","-"
"New Frontier Data","-","-","11 to 50","less than
$1M (USD)","-"
"LEX Markets","-","-","-","-","-"
"Nanoheal","Sridhar Santhanam","-","-","-","-"
"OptiFunder","-","-","-","-","-"
"Octopus","-","2000","201 to 500","$100M to $500M (USD)","Telecommunications"
"Pumpkin Petcare","-","-","-","-","Insurance"
"ALCHEMY TECHNOLOGY","-","-","-","-","-"
"CYWare","-","-","-","-","-"
"BlocHealth","-","-","11 to 50","-","-"
"Firefly Health","-","-","-","-","-"
"Strider","-","-","51 to 200","-","-"
"Lifesaver","-","-","-","-","-"
"Scienaptic Systems","-","-","-","-","Information Technology"
"ID Insight","-","-","less than
10","less than
$1M (USD)","Information Technology"
"MedWell Solutions","-","-","11 to 50","-","-"
"Rev19","-","-","-","-","-"
"Yaguara","-","-","-","-","-"
"ConnectDER","-","-","11 to 50","-","-"
"Fundraise Up","-","-","-","-","-"
"Biller Genie","-","-","-","-","Financial Services"
"Operr Technologies","-","-","11 to 50","-","-"
"Rebric","-","-","11 to 50","-","Information Technology"
"Tentrr","-","-","less than
10","less than
$1M (USD)","-"
"BritePool","-","-","-","-","-"
"ＳＵＭＭＥＲ","-","-","-","-","-"
"Octerra","-","-","-","-","Information Technology"
"Galen Data","-","-","-","-","Information Technology"
"T-Metrics","-","-","-","-","-"
"@Risk Technologies","-","2016","11 to 50","-","-"
"Imago Systems","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"InpharmD","-","-","11 to 50","-","-"
"9Star","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"SHTAR","-","-","-","-","-"
"APTEO","-","-","-","-","-"
"Savology","-","-","-","-","-"
"Alkymi","-","-","-","-","-"
"Rockpapr","-","-","-","-","-"
"Parker Technology","-","-","-","-","-"
"Petram Data","-","-","-","-","-"
"Prefix","-","-","-","-","Real Estate"
"Verb","-","-","less than
10","less than
$1M (USD)","-"
"Vertrax","-","2003","less than
10","less than
$1M (USD)","Information Technology"
"Sticker Control","-","-","11 to 50","-","-"
"Volant","-","-","-","-","-"
"S5 Stratos","-","-","-","-","-"
"Link3D","-","-","-","-","-"
"TALENTED","-","-","11 to 50","-","-"
"Mable","-","-","11 to 50","-","Healthcare"
"DollarSprout","-","-","11 to 50","-","-"
"Copper Labs","-","-","less than
10","less than
$1M (USD)","-"
"NO NAME","-","-","-","-","-"
"Trade Hounds","-","-","11 to 50","-","-"
"Kangarootime","-","-","-","-","-"
"Harbor Compliance","-","2012","11 to 50","less than
$1M (USD)","Consulting and Business Services"
"Intiva Health","-","2015","11 to 50","-","-"
"Pipeline Equity","-","-","-","-","-"
"Marxent Labs","-","-","-","-","-"
"Health Cost IQ","-","-","-","-","-"
"Jobiak","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"NO NAME","-","-","-","-","-"
"GRAX","-","-","-","-","-"
"Providen","-","-","-","-","-"
"Impact Analytics","-","2015","51 to 200","-","-"
"Graphium","-","-","-","-","-"
"Targetable","-","-","-","-","-"
"Trainual","-","-","11 to 50","-","-"
"The Climate Service","-","-","-","-","-"
"Highside","-","-","-","-","-"
"ComplyUp","-","-","-","-","Government & Public Administration"
"iProov","-","-","11 to 50","-","-"
"MIKMAK","-","-","11 to 50","-","-"
"Mailprotector","-","-","11 to 50","-","-"
"Nest Egg","-","-","-","-","Financial Services"
"mi9","-","-","-","-","-"
"return","-","-","-","-","-"
"Caregility","-","-","-","-","Healthcare"
"Noble","-","1953","201 to 500","$5M to $25M (USD)","Manufacturing"
"Vouch","-","2010","11 to 50","-","Insurance"
"Journeyfront","-","-","-","-","-"
"Heartbeat Health","-","-","-","-","Hospitals & Health Clinics"
"Comprehensive Finance Inc","-","-","-","-","-"
"Royaltie","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Stackery","-","-","-","-","-"
"Sensei Labs","-","-","-","-","-"
"Click-A-Shift","-","-","-","-","-"
"PetScreening","-","-","-","-","Information Technology"
"Toucan AI","-","-","-","-","-"
"Metadigital","-","-","-","-","-"
"ChaiONE","-","2008","51 to 200","$5M to $25M (USD)","-"
"Dealshare","-","-","-","-","-"
"Sonar","-","-","-","-","-"
"VIVA","-","-","11 to 50","$1M to $5M (USD)","Healthcare"
"Laika","-","-","-","-","-"
"Beachy","-","-","-","-","-"
"Purchasing Platform","-","-","-","-","-"
"Verdigris","-","2011","11 to 50","-","-"
"Code Dx","-","-","-","-","-"
"Givenly","-","-","-","-","-"
"Gearflow","-","-","-","-","Textile & Apparel Manufacturing"
"Trustr","-","-","-","-","-"
"ClientSuccess","-","2014","11 to 50","less than
$1M (USD)","-"
"Maverick Retirement","-","-","-","-","Healthcare"
"Sawatch Labs","-","-","-","-","-"
"Iris Plans","-","-","-","-","-"
"Streamline Healthcare Solutions","-","2003","51 to 200","$5M to $25M (USD)","-"
"Mooveguru","-","-","-","-","Personal Consumer Services"
"Simplifyy","-","-","-","-","-"
"Cycorp","-","-","11 to 50","$1M to $5M (USD)","-"
"2DA Analytics","-","-","-","-","-"
"JioBit","-","2015","11 to 50","less than
$1M (USD)","-"
"ＬＯＯＰ","-","2016","11 to 50","-","-"
"Celeri Network","Justin Cheng","-","11 to 50","-","Financial Services"
"Fieldforce","-","-","-","-","-"
"Virsys12","-","-","less than
10","less than
$1M (USD)","-"
"Client Command","-","1999","11 to 50","-","-"
"Blue Sage Solutions","-","-","-","-","-"
"LoudCrowd","-","-","-","-","-"
"ProcessMiner","-","-","-","-","Manufacturing"
"Choozle","-","2012","less than
10","less than
$1M (USD)","-"
"CommentSold","-","-","11 to 50","-","-"
"Cyberhaven","-","-","-","-","-"
"Pavaso","-","-","11 to 50","less than
$1M (USD)","Financial Services"
"Done Desk","-","-","-","-","Healthcare"
"Bacon","-","-","-","-","-"
"Avanta Risk Management","-","-","-","-","Financial Services"
"Gaggle","-","-","51 to 200","$5M to $25M (USD)","Information Technology"
"EZLynx","-","2003","51 to 200","-","Information Technology"
"Hypur","Michael J. Sinnwell, Jr.","-","51 to 200","$100M to $500M (USD)","Information Technology"
"Koddi","-","2013","11 to 50","-","-"
"Mobiliti","-","-","-","-","Retail & Wholesale"
"Decooda","-","-","-","-","-"
"Blue J Legal","-","2015","11 to 50","-","-"
"Logicbroker","-","-","-","-","-"
"MyPorter","-","-","-","-","Transportation & Logistics"
"Ecover","-","-","51 to 200","-","-"
"BASE","久保木大世","1987","501 to 1,000","-","Retail & Wholesale"
"Retalon","-","-","51 to 200","-","-"
"PAYMINT","-","-","11 to 50","-","-"
"RexPay","-","-","-","-","-"
"Yoga International","-","2015","11 to 50","-","Media & Communication"
"CyFlare","-","-","11 to 50","-","-"
"HealthSnap","-","-","-","-","Healthcare"
"BlastPoint","-","-","-","-","-"
"FanFood","-","-","-","-","-"
"Fastpath","-","-","11 to 50","-","-"
"Hoops HR","-","2015","less than
10","-","Information Technology"
"Toonimo","-","-","11 to 50","-","-"
"mettleAI","-","-","-","-","-"
"Atakama","-","-","-","-","-"
"Capital","-","-","-","-","Financial Services"
"Mainline","-","-","11 to 50","-","Transportation & Logistics"
"RollKall","-","-","11 to 50","-","Information Technology"
"Foundation Direct","-","-","-","-","Management & Consulting"
"Hamper","-","-","-","-","-"
"Edwin","-","-","-","-","-"
"ELATE","-","-","-","-","-"
"JobGet","-","-","11 to 50","-","-"
"Mortarr","-","-","-","-","-"
"GroundBreaker","-","2012","less than
10","-","-"
"Aspireship","-","-","-","-","Information Technology"
"OCELOT","-","-","-","-","-"
"Agile Frameworks","-","-","-","-","-"
"Insala","-","1996","11 to 50","$5M to $25M (USD)","-"
"Julota","-","-","-","-","-"
"Greymatter","-","-","-","-","-"
"FloatMe","-","-","-","-","Financial Services"
"Locktrust","-","-","11 to 50","-","-"
"Speakfully","-","-","-","-","-"
"PerfectCloud","-","-","-","-","-"
"Resolute.AI","-","2015","11 to 50","less than
$1M (USD)","-"
"PropertyMate","-","-","-","-","-"
"Sortable","-","2009","51 to 200","-","-"
"StackAdapt","-","2013","201 to 500","$100M to $500M (USD)","Media & Communication"
"Skyhive","-","-","-","-","-"
"Fusus","-","-","-","-","Information Technology"
"WorkAxle","-","-","-","-","Information Technology"
"wappier","-","2015","11 to 50","-","-"
"Bubble","-","-","-","-","Personal Consumer Services"
"Drivably","-","2018","11 to 50","-","-"
"NownPOS","-","-","-","-","-"
"PostScript","-","-","-","-","-"
"FarmlandFinder","-","-","-","-","Agriculture"
"VODA.ai","-","-","-","-","Information Technology"
"OnPay","-","2011","51 to 200","-","-"
"oneday","-","-","less than
10","less than
$1M (USD)","-"
"TEMBO","-","-","-","-","-"
"Sproutt","-","-","-","-","Insurance"
"Tillable","-","2017","11 to 50","-","-"
"HappyMonday","-","-","-","-","-"
"EFFICIENTIP","-","-","-","-","-"
"Edgybees","-","-","11 to 50","-","-"
"StudioNOW","-","-","11 to 50","$5M to $25M (USD)","Information Technology"
"KinergyCare","-","-","-","-","Healthcare"
"Centilytics","-","2017","11 to 50","-","Information Technology"
"Reggora","-","-","-","-","-"
"Blulogix","-","-","-","-","-"
"SkySwitch","-","-","51 to 200","-","Telecommunications"
"ExceleraRx","-","-","-","-","-"
"POSH","-","-","51 to 200","-","-"
"Artory","-","-","-","-","-"
"Entera","-","-","-","-","Real Estate"
"Vorbi","-","-","11 to 50","-","-"
"RaySecur","-","-","-","-","-"
"iRemedy","-","-","-","-","-"
"SimpleVisit","-","-","-","-","-"
"DNSFilter","-","-","11 to 50","-","-"
"felux","-","-","-","-","-"
"Route","-","-","11 to 50","-","-"
"NO NAME","-","-","-","-","-"
"Archerhub","-","-","-","-","Transportation Management"
"Roovy","-","-","-","-","-"
"MATIC","-","2014","11 to 50","-","-"
"Ender","-","-","-","-","-"
"Creatio","-","2002","501 to 1,000","-","Information Technology"
"INGAGE","-","-","-","-","-"
